n,size,sparsity,compression,compressed_size,ratio,time
32,8192,0.25,Zstd,2338,0.285400390625,5.0958e-5
32,8192,0.3,Bzip2,3040,0.37109375,0.000701166
32,8192,0.3,LZ4Fast,3304,0.4033203125,1.1833e-5
32,8192,0.3,LZ4Frame,3214,0.392333984375,8.459e-6
32,8192,0.3,Xz,2784,0.33984375,0.001389541
32,8192,0.3,Zlib,2798,0.341552734375,0.000123708
32,8192,0.3,Zstd,2781,0.3394775390625,6.6166e-5
32,8192,0.35,Bzip2,3513,0.4288330078125,0.000741
32,8192,0.35,LZ4Fast,3858,0.470947265625,1.3458e-5
32,8192,0.35,LZ4Frame,3748,0.45751953125,9.25e-6
32,8192,0.35,Xz,3280,0.400390625,0.001332875
32,8192,0.35,Zlib,3284,0.40087890625,0.000130375
32,8192,0.35,Zstd,3293,0.4019775390625,5.9209e-5
32,8192,0.4,Bzip2,3662,0.447021484375,0.000790542
32,8192,0.4,LZ4Fast,3992,0.4873046875,1.4e-5
32,8192,0.4,LZ4Frame,3868,0.47216796875,9.542e-6
32,8192,0.4,Xz,3388,0.41357421875,0.001383333
32,8192,0.4,Zlib,3409,0.4161376953125,0.000127959
32,8192,0.4,Zstd,3416,0.4169921875,5.2334e-5
32,8192,0.45,Bzip2,4250,0.518798828125,0.00084175
32,8192,0.45,LZ4Fast,4595,0.5609130859375,1.5625e-5
32,8192,0.45,LZ4Frame,4456,0.5439453125,9.833e-6
32,8192,0.45,Xz,3968,0.484375,0.001267208
32,8192,0.45,Zlib,3968,0.484375,0.000136208
32,8192,0.45,Zstd,4002,0.488525390625,5.3708e-5
32,8192,0.5,Bzip2,4742,0.578857421875,0.000878042
32,8192,0.5,LZ4Fast,5109,0.6236572265625,1.675e-5
32,8192,0.5,LZ4Frame,4991,0.6092529296875,9.958e-6
32,8192,0.5,Xz,4444,0.54248046875,0.001175833
32,8192,0.5,Zlib,4462,0.544677734375,0.0001405
32,8192,0.5,Zstd,4507,0.5501708984375,6.7791e-5
32,8192,0.55,Bzip2,5022,0.613037109375,0.000896167
32,8192,0.55,LZ4Fast,5409,0.6602783203125,1.7167e-5
32,8192,0.55,LZ4Frame,5295,0.6463623046875,1.0083e-5
32,8192,0.55,Xz,4756,0.58056640625,0.001133792
32,8192,0.55,Zlib,4765,0.5816650390625,0.00013875
32,8192,0.55,Zstd,4816,0.587890625,6.6375e-5
32,8192,0.6,Bzip2,5545,0.6768798828125,0.000948375
32,8192,0.6,LZ4Fast,5824,0.7109375,1.8042e-5
32,8192,0.6,LZ4Frame,5747,0.7015380859375,9.917e-6
32,8192,0.6,Xz,5232,0.638671875,0.001033041
32,8192,0.6,Zlib,5226,0.637939453125,0.000139959
32,8192,0.6,Zstd,5233,0.6387939453125,5.7667e-5
32,8192,0.65,Bzip2,6076,0.74169921875,0.00101
32,8192,0.65,LZ4Fast,6332,0.77294921875,1.9084e-5
32,8192,0.65,LZ4Frame,6253,0.7633056640625,9.625e-6
32,8192,0.65,Xz,5712,0.697265625,0.000934625
32,8192,0.65,Zlib,5725,0.6988525390625,0.000133459
32,8192,0.65,Zstd,5734,0.699951171875,7.075e-5
32,8192,0.7,Bzip2,6465,0.7891845703125,0.001026792
32,8192,0.7,LZ4Fast,6683,0.8157958984375,1.9459e-5
32,8192,0.7,LZ4Frame,6623,0.8084716796875,9.5e-6
32,8192,0.7,Xz,6120,0.7470703125,0.000873542
32,8192,0.7,Zlib,6124,0.74755859375,0.0001375
32,8192,0.7,Zstd,6111,0.7459716796875,6.2208e-5
32,8192,0.75,Bzip2,6851,0.8363037109375,0.001069708
32,8192,0.75,LZ4Fast,6988,0.85302734375,2.0208e-5
32,8192,0.75,LZ4Frame,6904,0.8427734375,9.167e-6
32,8192,0.75,Xz,6412,0.78271484375,0.000856542
32,8192,0.75,Zlib,6427,0.7845458984375,0.000136667
32,8192,0.75,Zstd,6424,0.7841796875,5.9917e-5
32,8192,0.8,Bzip2,7150,0.872802734375,0.001105375
32,8192,0.8,LZ4Fast,7216,0.880859375,1.8917e-5
32,8192,0.8,LZ4Frame,7156,0.87353515625,8.667e-6
32,8192,0.8,Xz,6676,0.81494140625,0.000809708
32,8192,0.8,Zlib,6674,0.814697265625,0.000132375
32,8192,0.8,Zstd,6673,0.8145751953125,5.7458e-5
32,8192,0.85,Bzip2,7337,0.8956298828125,0.001145917
32,8192,0.85,LZ4Fast,7381,0.9010009765625,1.9458e-5
32,8192,0.85,LZ4Frame,7339,0.8958740234375,8.292e-6
32,8192,0.85,Xz,6888,0.8408203125,0.000767
32,8192,0.85,Zlib,6883,0.8402099609375,0.000128917
32,8192,0.85,Zstd,6890,0.841064453125,6.5583e-5
32,8192,0.9,Bzip2,7837,0.9566650390625,0.001129
32,8192,0.9,LZ4Fast,7770,0.948486328125,1.7667e-5
32,8192,0.9,LZ4Frame,7731,0.9437255859375,7.375e-6
32,8192,0.9,Xz,7300,0.89111328125,0.00073175
32,8192,0.9,Zlib,7301,0.8912353515625,0.000126584
32,8192,0.9,Zstd,7305,0.8917236328125,6.6333e-5
32,8192,0.95,Bzip2,8201,1.0010986328125,0.001143541
32,8192,0.95,LZ4Fast,8051,0.9827880859375,1.375e-5
32,8192,0.95,LZ4Frame,8014,0.978271484375,5.916e-6
32,8192,0.95,Xz,7632,0.931640625,0.000710375
32,8192,0.95,Zlib,7623,0.9305419921875,0.000113958
32,8192,0.95,Zstd,7641,0.9327392578125,6.5458e-5
32,8192,1.0,Bzip2,8504,1.0380859375,0.001179125
32,8192,1.0,LZ4Fast,8264,1.0087890625,6.208e-6
32,8192,1.0,LZ4Frame,8207,1.0018310546875,2.167e-6
32,8192,1.0,Xz,7888,0.962890625,0.000692667
32,8192,1.0,Zlib,7894,0.963623046875,0.000108084
32,8192,1.0,Zstd,7881,0.9620361328125,5.1541e-5
64,32768,0.05,Bzip2,2281,0.069610595703125,0.000752042
64,32768,0.05,LZ4Fast,3031,0.092498779296875,1.5375e-5
64,32768,0.05,LZ4Frame,2562,0.07818603515625,8.958e-6
64,32768,0.05,Xz,2180,0.0665283203125,0.002094
64,32768,0.05,Zlib,2211,0.067474365234375,0.00019
64,32768,0.05,Zstd,2152,0.065673828125,5.875e-5
64,32768,0.1,Bzip2,3694,0.11273193359375,0.0009465
64,32768,0.1,LZ4Fast,4867,0.148529052734375,1.8042e-5
64,32768,0.1,LZ4Frame,4346,0.13262939453125,1.325e-5
64,32768,0.1,Xz,3592,0.109619140625,0.003328166
64,32768,0.1,Zlib,3669,0.111968994140625,0.000225958
64,32768,0.1,Zstd,3609,0.110137939453125,7.025e-5
64,32768,0.15,Bzip2,5845,0.178375244140625,0.001146584
64,32768,0.15,LZ4Fast,7641,0.233184814453125,2.575e-5
64,32768,0.15,LZ4Frame,6989,0.213287353515625,1.9417e-5
64,32768,0.15,Xz,5724,0.1746826171875,0.004601916
64,32768,0.15,Zlib,5913,0.180450439453125,0.000273958
64,32768,0.15,Zstd,5910,0.18035888671875,8.2875e-5
64,32768,0.2,Bzip2,7457,0.227569580078125,0.001349625
64,32768,0.2,LZ4Fast,9554,0.29156494140625,3.2167e-5
64,32768,0.2,LZ4Frame,8917,0.272125244140625,2.4166e-5
64,32768,0.2,Xz,7396,0.2257080078125,0.005156042
64,32768,0.2,Zlib,7635,0.233001708984375,0.00031275
64,32768,0.2,Zstd,7614,0.23236083984375,8.5042e-5
64,32768,0.25,Bzip2,9185,0.280303955078125,0.001489916
64,32768,0.25,LZ4Fast,11653,0.355621337890625,3.9667e-5
64,32768,0.25,LZ4Frame,10938,0.33380126953125,2.8083e-5
64,32768,0.25,Xz,9104,0.27783203125,0.005419291
64,32768,0.25,Zlib,9422,0.28753662109375,0.000361584
64,32768,0.25,Zstd,9426,0.28765869140625,9.3625e-5
64,32768,0.3,Bzip2,10686,0.32611083984375,0.001635292
64,32768,0.3,LZ4Fast,13441,0.410186767578125,4.6375e-5
64,32768,0.3,LZ4Frame,12713,0.387969970703125,3.1833e-5
64,32768,0.3,Xz,10656,0.3251953125,0.005609375
64,32768,0.3,Zlib,11026,0.33648681640625,0.0003815
64,32768,0.3,Zstd,11045,0.337066650390625,9.9375e-5
64,32768,0.35,Bzip2,12224,0.373046875,0.001670417
64,32768,0.35,LZ4Fast,14995,0.457611083984375,5.2542e-5
64,32768,0.35,LZ4Frame,14329,0.437286376953125,3.3916e-5
64,32768,0.35,Xz,12160,0.37109375,0.005382875
64,32768,0.35,Zlib,12508,0.3817138671875,0.000411667
64,32768,0.35,Zstd,12570,0.38360595703125,0.000108708
64,32768,0.4,Bzip2,14187,0.432952880859375,0.001789
64,32768,0.4,LZ4Fast,17204,0.5250244140625,5.9375e-5
64,32768,0.4,LZ4Frame,16438,0.50164794921875,3.6792e-5
64,32768,0.4,Xz,14060,0.4290771484375,0.005146542
64,32768,0.4,Zlib,14478,0.44183349609375,0.000456583
64,32768,0.4,Zstd,14557,0.444244384765625,0.000115958
64,32768,0.45,Bzip2,15315,0.467376708984375,0.001877833
64,32768,0.45,LZ4Fast,18346,0.55987548828125,6.35e-5
64,32768,0.45,LZ4Frame,17633,0.538116455078125,3.6583e-5
64,32768,0.45,Xz,15284,0.4664306640625,0.004986708
64,32768,0.45,Zlib,15646,0.47747802734375,0.000461708
64,32768,0.45,Zstd,15715,0.479583740234375,0.000133084
64,32768,0.5,Bzip2,17442,0.53228759765625,0.001995166
64,32768,0.5,LZ4Fast,20487,0.625213623046875,6.9583e-5
64,32768,0.5,LZ4Frame,19833,0.605255126953125,3.6666e-5
64,32768,0.5,Xz,17300,0.5279541015625,0.004532416
64,32768,0.5,Zlib,17718,0.54071044921875,0.000492375
64,32768,0.5,Zstd,17666,0.53912353515625,0.00014575
64,32768,0.55,Bzip2,18848,0.5751953125,0.002074708
64,32768,0.55,LZ4Fast,21814,0.66571044921875,7.3208e-5
64,32768,0.55,LZ4Frame,21178,0.64630126953125,3.675e-5
64,32768,0.55,Xz,18640,0.56884765625,0.004288083
64,32768,0.55,Zlib,19128,0.583740234375,0.00055275
64,32768,0.55,Zstd,18965,0.578765869140625,0.000136458
64,32768,0.6,Bzip2,20078,0.61273193359375,0.002202792
64,32768,0.6,LZ4Fast,22991,0.701629638671875,7.6916e-5
64,32768,0.6,LZ4Frame,22412,0.6839599609375,3.6458e-5
64,32768,0.6,Xz,19812,0.6046142578125,0.004088334
64,32768,0.6,Zlib,20269,0.618560791015625,0.000566833
64,32768,0.6,Zstd,20168,0.615478515625,0.000143958
64,32768,0.65,Bzip2,22147,0.675872802734375,0.002280083
64,32768,0.65,LZ4Fast,24863,0.758758544921875,7.975e-5
64,32768,0.65,LZ4Frame,24334,0.74261474609375,3.5916e-5
64,32768,0.65,Xz,21684,0.6617431640625,0.003657166
64,32768,0.65,Zlib,22241,0.678741455078125,0.000572417
64,32768,0.65,Zstd,22125,0.675201416015625,0.000155792
64,32768,0.7,Bzip2,23507,0.717376708984375,0.002361167
64,32768,0.7,LZ4Fast,26140,0.7977294921875,8.2334e-5
64,32768,0.7,LZ4Frame,25640,0.782470703125,3.5041e-5
64,32768,0.7,Xz,23112,0.705322265625,0.003483583
64,32768,0.7,Zlib,23562,0.71905517578125,0.000581458
64,32768,0.7,Zstd,23491,0.716888427734375,0.000157375
64,32768,0.75,Bzip2,24742,0.75506591796875,0.002427417
64,32768,0.75,LZ4Fast,27134,0.82806396484375,9.6125e-5
64,32768,0.75,LZ4Frame,26692,0.8145751953125,3.3584e-5
64,32768,0.75,Xz,24216,0.739013671875,0.003238042
64,32768,0.75,Zlib,24669,0.752838134765625,0.000589792
64,32768,0.75,Zstd,24600,0.750732421875,0.000133416
64,32768,0.8,Bzip2,26704,0.81494140625,0.002569667
64,32768,0.8,LZ4Fast,28776,0.878173828125,8.6375e-5
64,32768,0.8,LZ4Frame,28378,0.86602783203125,3.1542e-5
64,32768,0.8,Xz,25952,0.7919921875,0.002993083
64,32768,0.8,Zlib,26439,0.806854248046875,0.000608791
64,32768,0.8,Zstd,26395,0.805511474609375,0.000173875
64,32768,0.85,Bzip2,27932,0.8524169921875,0.002599458
64,32768,0.85,LZ4Fast,29745,0.907745361328125,8.1042e-5
64,32768,0.85,LZ4Frame,29433,0.898223876953125,2.9875e-5
64,32768,0.85,Xz,27128,0.827880859375,0.00290825
64,32768,0.85,Zlib,27583,0.841766357421875,0.000607042
64,32768,0.85,Zstd,27541,0.840484619140625,0.000145875
64,32768,0.9,Bzip2,29460,0.8990478515625,0.002684417
64,32768,0.9,LZ4Fast,30893,0.942779541015625,7.3042e-5
64,32768,0.9,LZ4Frame,30623,0.934539794921875,2.6584e-5
64,32768,0.9,Xz,28444,0.8680419921875,0.00276675
64,32768,0.9,Zlib,28855,0.880584716796875,0.000606625
64,32768,0.9,Zstd,28805,0.879058837890625,0.000187666
64,32768,0.95,Bzip2,31069,0.948150634765625,0.002748458
64,32768,0.95,LZ4Fast,32114,0.98004150390625,5.8125e-5
64,32768,0.95,LZ4Frame,31944,0.974853515625,2.1375e-5
64,32768,0.95,Xz,29892,0.9122314453125,0.002558334
64,32768,0.95,Zlib,30328,0.925537109375,0.00060875
64,32768,0.95,Zstd,30286,0.92425537109375,0.000146208
64,32768,1.0,Bzip2,32421,0.989410400390625,0.002873542
64,32768,1.0,LZ4Fast,33056,1.0087890625,2.3417e-5
64,32768,1.0,LZ4Frame,32783,1.000457763671875,3.875e-6
64,32768,1.0,Xz,31108,0.9493408203125,0.002459708
64,32768,1.0,Zlib,31476,0.9605712890625,0.000590167
64,32768,1.0,Zstd,31421,0.958892822265625,6.9375e-5
128,131072,0.05,Bzip2,7644,0.058319091796875,0.001923208
128,131072,0.05,LZ4Fast,11785,0.08991241455078125,4.9916e-5
128,131072,0.05,LZ4Frame,9651,0.07363128662109375,3.9042e-5
128,131072,0.05,Xz,7832,0.05975341796875,0.008460584
128,131072,0.05,Zlib,8230,0.0627899169921875,0.000698958
128,131072,0.05,Zstd,8242,0.0628814697265625,0.0001215
128,131072,0.1,Bzip2,15582,0.1188812255859375,0.002426
128,131072,0.1,LZ4Fast,22632,0.17266845703125,7.4583e-5
128,131072,0.1,LZ4Frame,20138,0.1536407470703125,6.3959e-5
128,131072,0.1,Xz,16000,0.1220703125,0.015324959
128,131072,0.1,Zlib,17058,0.1301422119140625,0.000914834
128,131072,0.1,Zstd,17063,0.13018035888671875,0.000172375
128,131072,0.15,Bzip2,21128,0.16119384765625,0.002831333
128,131072,0.15,LZ4Fast,29897,0.22809600830078125,9.5667e-5
128,131072,0.15,LZ4Frame,27051,0.20638275146484375,7.85e-5
128,131072,0.15,Xz,21836,0.166595458984375,0.018609416
128,131072,0.15,Zlib,23132,0.176483154296875,0.001119166
128,131072,0.15,Zstd,23051,0.17586517333984375,0.000209375
128,131072,0.2,Bzip2,27596,0.210540771484375,0.00321275
128,131072,0.2,LZ4Fast,37982,0.2897796630859375,0.000122167
128,131072,0.2,LZ4Frame,35128,0.26800537109375,9.6375e-5
128,131072,0.2,Xz,28340,0.216217041015625,0.021477625
128,131072,0.2,Zlib,29922,0.2282867431640625,0.00128675
128,131072,0.2,Zstd,29829,0.22757720947265625,0.00025775
128,131072,0.25,Bzip2,34135,0.26042938232421875,0.003678208
128,131072,0.25,LZ4Fast,45593,0.34784698486328125,0.000150625
128,131072,0.25,LZ4Frame,42559,0.32469940185546875,0.000110417
128,131072,0.25,Xz,34804,0.265533447265625,0.022185125
128,131072,0.25,Zlib,36620,0.279388427734375,0.001479958
128,131072,0.25,Zstd,36575,0.27904510498046875,0.000311416
128,131072,0.3,Bzip2,41354,0.3155059814453125,0.0041815
128,131072,0.3,LZ4Fast,53970,0.4117584228515625,0.0001805
128,131072,0.3,LZ4Frame,50742,0.3871307373046875,0.000125167
128,131072,0.3,Xz,42076,0.321014404296875,0.022824291
128,131072,0.3,Zlib,44043,0.33602142333984375,0.001718625
128,131072,0.3,Zstd,44061,0.33615875244140625,0.000326292
128,131072,0.35,Bzip2,47879,0.36528778076171875,0.004562792
128,131072,0.35,LZ4Fast,61113,0.46625518798828125,0.000208125
128,131072,0.35,LZ4Frame,57974,0.4423065185546875,0.000134708
128,131072,0.35,Xz,48504,0.37005615234375,0.022619875
128,131072,0.35,Zlib,50649,0.38642120361328125,0.001908959
128,131072,0.35,Zstd,50756,0.387237548828125,0.000407167
128,131072,0.4,Bzip2,53520,0.4083251953125,0.004940916
128,131072,0.4,LZ4Fast,67228,0.512908935546875,0.000227667
128,131072,0.4,LZ4Frame,63999,0.48827362060546875,0.000138166
128,131072,0.4,Xz,54188,0.413421630859375,0.022095583
128,131072,0.4,Zlib,56253,0.42917633056640625,0.002034583
128,131072,0.4,Zstd,56411,0.43038177490234375,0.00041325
128,131072,0.45,Bzip2,60206,0.4593353271484375,0.005372667
128,131072,0.45,LZ4Fast,73784,0.56292724609375,0.00024775
128,131072,0.45,LZ4Frame,70760,0.53985595703125,0.000143417
128,131072,0.45,Xz,60212,0.459381103515625,0.02041275
128,131072,0.45,Zlib,62776,0.47894287109375,0.002244458
128,131072,0.45,Zstd,63145,0.48175811767578125,0.000489542
128,131072,0.5,Bzip2,65922,0.5029449462890625,0.005796792
128,131072,0.5,LZ4Fast,79586,0.6071929931640625,0.000273083
128,131072,0.5,LZ4Frame,76689,0.5850906372070312,0.000144667
128,131072,0.5,Xz,65708,0.501312255859375,0.019459042
128,131072,0.5,Zlib,68331,0.5213241577148438,0.002347583
128,131072,0.5,Zstd,67937,0.5183181762695312,0.000514292
128,131072,0.55,Bzip2,73494,0.5607147216796875,0.006123417
128,131072,0.55,LZ4Fast,86917,0.6631240844726562,0.000287375
128,131072,0.55,LZ4Frame,84088,0.64154052734375,0.000151042
128,131072,0.55,Xz,72692,0.554595947265625,0.017927291
128,131072,0.55,Zlib,75674,0.5773468017578125,0.002669375
128,131072,0.55,Zstd,75211,0.5738143920898438,0.000762375
128,131072,0.6,Bzip2,79308,0.605072021484375,0.00685175
128,131072,0.6,LZ4Fast,92236,0.703704833984375,0.000317083
128,131072,0.6,LZ4Frame,89774,0.6849212646484375,0.0001685
128,131072,0.6,Xz,78228,0.596832275390625,0.01801075
128,131072,0.6,Zlib,81224,0.61968994140625,0.002645459
128,131072,0.6,Zstd,80866,0.6169586181640625,0.000735583
128,131072,0.65,Bzip2,85994,0.6560821533203125,0.007022959
128,131072,0.65,LZ4Fast,98524,0.751678466796875,0.000326625
128,131072,0.65,LZ4Frame,96130,0.7334136962890625,0.000160666
